sku,name,description,category,sub_type,weight,stackable,max_stack,equippable,equip_slot,damage_min,damage_max,armor_rating,durability_max,consumable,charges_max,effects,tags
rug-4415,Runed Blessed Composite Rug,Blessed Composite Rug: a household item used in various contexts.,household,rug,7.43,0,1,0,,,,,,0,,,"[""curse:-slow"", ""common""]"
cuisses-4416,Cuisses of Swiftness,Cuisses of Swiftness: a armor item used in various contexts.,armor,cuisses,6.35,0,1,1,legs,,,14,84,0,,,"[""rare"", ""armor""]"
cloak_heavy-4417,Cloak Heavy of Fortune,Cloak Heavy of Fortune: a clothing item used in various contexts.,clothing,cloak_heavy,3.12,0,1,1,hands,,,1,,0,,,"[""wearable"", ""common""]"
syrup_bottle-4418,Compact Obsidian Syrup Bottle,Compact Obsidian Syrup Bottle: a food_drink item used in various contexts.,food_drink,syrup_bottle,0.18,0,1,0,,,,,,0,,,"[""uncommon""]"
heat_resin-4419,Cursed Wood Heat Resin,Cursed Wood Heat Resin: a crafting item used in various contexts.,crafting,heat_resin,7.95,0,1,0,,,,,,0,,,"[""common""]"
superconductor-4420,Superconductor of Swiftness,Superconductor of Swiftness: a materials item used in various contexts.,materials,superconductor,5.8,0,1,0,,,,,,0,,,"[""common""]"
topo_map-4421,Fine Glass Topo Map,Fine Glass Topo Map: a survival item used in various contexts.,survival,topo_map,8.21,0,1,0,,,,,,0,,,"[""curse:-durability_loss"", ""rare""]"
ledger-4422,Ledger of Might,Ledger of Might: a books item used in various contexts.,books,ledger,6.08,0,1,0,,,,,,0,,,"[""common""]"
copper_ore-4423,Copper Ore of Might,Copper Ore of Might: a materials item used in various contexts.,materials,copper_ore,4.24,0,1,0,,,,,,0,,,"[""common""]"
leather_armor-4424,Rusted Obsidian Leather Armor,Rusted Obsidian Leather Armor: a armor item used in various contexts.,armor,leather_armor,1.25,0,1,1,hands,,,15,153,0,,,"[""common"", ""armor""]"
shillelagh-4425,Shillelagh of Swiftness,Shillelagh of Swiftness: a weapon item used in various contexts.,weapon,shillelagh,4.67,0,1,1,back,12,12,,93,0,,,"[""uncommon"", ""weapon""]"
harpoon-4426,Harpoon of Might,Harpoon of Might: a weapon item used in various contexts.,weapon,harpoon,2.7,0,1,1,back,14,22,,69,0,,,"[""rare"", ""weapon""]"
padded_pants-4427,Worn Composite Padded Pants,Worn Composite Padded Pants: a armor item used in various contexts.,armor,padded_pants,5.18,0,1,1,head,,,11,102,0,,,"[""common"", ""armor""]"
nanobot_canister-4428,Obsidian Nanobot Canister Corvus-series ZX-34,Obsidian Nanobot Canister Corvus-series ZX-34: a sci_fi item used in various contexts.,sci_fi,nanobot_canister,8.55,1,20,0,,,,,,1,,"{""energy"": 224}","[""common"", ""power""]"
iron-4429,Cursed Ceramic Iron,Cursed Ceramic Iron: a household item used in various contexts.,household,iron,6.18,0,1,0,,,,,,0,,"{""mana_regen"": 0.209}","[""rare""]"
flare_stick-4430,Compact Alloy Flare Stick,Compact Alloy Flare Stick: a survival item used in various contexts.,survival,flare_stick,1.91,0,1,0,,,,,,0,,,"[""common""]"
ether_vial-4431,"Ether Vial of the North, Legendary","Ether Vial of the North, Legendary: a fantasy item used in various contexts.",fantasy,ether_vial,4.75,0,1,0,,,,,,0,,,"[""legendary"", ""fantasy""]"
manual-4432,Pristine Steel Manual,Pristine Steel Manual: a books item used in various contexts.,books,manual,1.48,0,1,0,,,,,,0,,,"[""common""]"
subspace_anchor-4433,Vicious Composite Subspace Anchor Ion-charged VX-12,Composite Subspace Anchor Ion-charged VX-12: a sci_fi item used in various contexts.,sci_fi,subspace_anchor,8.99,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
hammer_throw-4434,Blessed Polymer Hammer Throw,Blessed Polymer Hammer Throw: a weapon item used in various contexts.,weapon,hammer_throw,4.06,0,1,1,hands,12,14,,140,0,,,"[""rare"", ""weapon""]"
binding_cloth-4435,Binding Cloth of Fortune,Binding Cloth of Fortune: a crafting item used in various contexts.,crafting,binding_cloth,3.09,0,1,0,,,,,,0,,,"[""common""]"
pike-4436,Pristine Composite Pike,Pristine Composite Pike: a weapon item used in various contexts.,weapon,pike,3.81,0,1,1,hands,8,12,,62,0,,,"[""uncommon"", ""weapon""]"
petticoat-4437,"Fine Polymer Petticoat, Legendary","Fine Polymer Petticoat, Legendary: a clothing item used in various contexts.",clothing,petticoat,7.25,0,1,1,legs,,,2,,0,,,"[""wearable"", ""legendary""]"
binding_agent-4438,Common Glass Binding Agent,Common Glass Binding Agent: a crafting item used in various contexts.,crafting,binding_agent,1.21,0,1,0,,,,,,0,,,"[""common""]"
stove-4439,Common Composite Stove,Common Composite Stove: a survival item used in various contexts.,survival,stove,0.25,0,1,0,,,,,,0,,,"[""common""]"
antimatter_vial-4440,Obsidian Antimatter Vial Mk I ZX-20,Obsidian Antimatter Vial Mk I ZX-20: a sci_fi item used in various contexts.,sci_fi,antimatter_vial,7.58,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
herb_bundle-4441,Herb Bundle of Might,Herb Bundle of Might: a survival item used in various contexts.,survival,herb_bundle,10.59,0,1,0,,,,,,0,,,"[""common""]"
multitool-4442,Multitool of Fortune,Multitool of Fortune: a tool item used in various contexts.,tool,multitool,10.56,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
magnetic_core-4443,Fine Ceramic Magnetic Core,Fine Ceramic Magnetic Core: a materials item used in various contexts.,materials,magnetic_core,5.56,0,1,0,,,,,,0,,,"[""uncommon""]"
leather_strip-4444,Pristine Polymer Leather Strip,Pristine Polymer Leather Strip: a materials item used in various contexts.,materials,leather_strip,8.29,0,1,0,,,,,,0,,,"[""rare""]"
precision_screws-4445,Blessed Mithril Precision Screws,Blessed Mithril Precision Screws: a crafting item used in various contexts.,crafting,precision_screws,6.39,0,1,0,,,,,,0,,,"[""uncommon""]"
wyrm_tooth-4446,Worn Wyrm Tooth of Shadows,Worn Wyrm Tooth of Shadows: a fantasy item used in various contexts.,fantasy,wyrm_tooth,10.31,0,1,1,hands,,,,,0,,,"[""curse:-hp"", ""common"", ""fantasy""]"
cloth-4447,Arcane Cloth of Fortune,Cloth of Fortune: a crafting item used in various contexts.,crafting,cloth,0.56,0,1,0,,,,,,0,,,"[""common""]"
crackers-4448,Cursed Wood Crackers,Cursed Wood Crackers: a food_drink item used in various contexts.,food_drink,crackers,0.74,0,1,0,,,,,,0,,,"[""common""]"
fae_bloom-4449,Refined Fae Bloom of Fire,Refined Fae Bloom of Fire: a fantasy item used in various contexts.,fantasy,fae_bloom,10.78,0,1,0,,,,,,0,,,"[""legendary"", ""fantasy""]"
coat_light-4450,Pristine Wood Coat Light,Pristine Wood Coat Light: a clothing item used in various contexts.,clothing,coat_light,0.72,0,1,1,torso,,,1,,0,,,"[""wearable"", ""common""]"
funnel_set-4451,Refined Composite Funnel Set,Refined Composite Funnel Set: a tool item used in various contexts.,tool,funnel_set,1.06,1,5,0,,,,,,0,,,"[""tool"", ""common""]"
leggings-4452,"Leggings of Swiftness, Epic","Leggings of Swiftness, Epic: a clothing item used in various contexts.",clothing,leggings,10.65,0,1,1,hands,,,2,,0,,,"[""wearable"", ""epic""]"
shawl-4453,Compact Steel Shawl,Compact Steel Shawl: a clothing item used in various contexts.,clothing,shawl,2.64,0,1,1,feet,,,0,,0,,,"[""wearable"", ""common""]"
beanie-4454,Fine Mithril Beanie,Fine Mithril Beanie: a clothing item used in various contexts.,clothing,beanie,9.34,0,1,1,feet,,,0,,0,,,"[""wearable"", ""rare""]"
torch_oil-4455,Torch Oil of Swiftness,Torch Oil of Swiftness: a survival item used in various contexts.,survival,torch_oil,11.06,0,1,0,,,,,,0,,,"[""common""]"
longcoat-4456,Longcoat of Fortune,Longcoat of Fortune: a clothing item used in various contexts.,clothing,longcoat,1.35,0,1,1,head,,,1,,0,,,"[""wearable"", ""common""]"
polo_shirt-4457,"Polo Shirt of Might, Epic","Polo Shirt of Might, Epic: a clothing item used in various contexts.",clothing,polo_shirt,7.32,0,1,1,legs,,,0,,0,,,"[""wearable"", ""epic""]"
emp_grenade-4458,Leather Emp Grenade Ion-charged ZX-36,Leather Emp Grenade Ion-charged ZX-36: a sci_fi item used in various contexts.,sci_fi,emp_grenade,11.4,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
fauchard-4459,Ancient Iron Fauchard,Ancient Iron Fauchard: a weapon item used in various contexts.,weapon,fauchard,11.9,0,1,1,hands,18,22,,157,0,,,"[""epic"", ""weapon""]"
recurve_bow-4460,Blessed Worn Glass Recurve Bow,Worn Glass Recurve Bow: a weapon item used in various contexts.,weapon,recurve_bow,8.0,0,1,1,back,4,13,,66,0,,,"[""artifact"", ""weapon""]"
pamphlet-4461,Pristine Obsidian Pamphlet,Pristine Obsidian Pamphlet: a books item used in various contexts.,books,pamphlet,0.17,0,1,0,,,,,,0,,,"[""uncommon""]"
clamp_set-4462,Clamp Set of Swiftness,Clamp Set of Swiftness: a tool item used in various contexts.,tool,clamp_set,4.0,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
axe-4463,Voidforged Pristine Mithril Axe,Pristine Mithril Axe: a weapon item used in various contexts.,weapon,axe,5.59,0,1,1,hands,18,22,,170,0,,,"[""common"", ""weapon""]"
jian-4464,Jian of Fortune,Jian of Fortune: a weapon item used in various contexts.,weapon,jian,3.22,0,1,1,hands,5,7,,198,0,,,"[""common"", ""weapon""]"
butter-4465,Butter of Swiftness,Butter of Swiftness: a food_drink item used in various contexts.,food_drink,butter,8.31,0,1,0,,,,,,0,,,"[""epic""]"
shortsword-4466,Fine Alloy Shortsword,Fine Alloy Shortsword: a weapon item used in various contexts.,weapon,shortsword,10.22,0,1,1,back,11,14,,160,0,,,"[""common"", ""weapon""]"
adaptive_plating-4467,Leather Adaptive Plating Corvus-series QX-7,Leather Adaptive Plating Corvus-series QX-7: a sci_fi item used in various contexts.,sci_fi,adaptive_plating,5.33,1,5,0,,,,,,1,,"{""energy"": 450}","[""common"", ""power""]"
stealth_field-4468,Wood Stealth Field Corvus-series VX-5,Wood Stealth Field Corvus-series VX-5: a sci_fi item used in various contexts.,sci_fi,stealth_field,10.18,0,1,1,hands,,,,,0,,"{""stun"": 0.173}","[""uncommon"", ""sci-fi""]"
warhammer-4469,Quantum Compact Obsidian Warhammer,Compact Obsidian Warhammer: a weapon item used in various contexts.,weapon,warhammer,8.71,0,1,1,hands,5,10,,162,0,,,"[""common"", ""weapon""]"
nut_mix-4470,Ancient Ceramic Nut Mix,Ancient Ceramic Nut Mix: a food_drink item used in various contexts.,food_drink,nut_mix,0.99,0,1,0,,,,,,0,,,"[""rare""]"
fae_dust-4471,Moon-Touched Fae Dust,Moon-Touched Fae Dust: a fantasy item used in various contexts.,fantasy,fae_dust,4.2,1,10,0,,,,,,1,,"{""mana"": 24}","[""common"", ""consumable"", ""fantasy""]"
spiced_wine-4472,Common Iron Spiced Wine,Common Iron Spiced Wine: a food_drink item used in various contexts.,food_drink,spiced_wine,6.52,0,1,0,,,,,,0,,,"[""common""]"
dreamcatcher-4473,Experimental Dreamcatcher of Frost,Experimental Dreamcatcher of Frost: a fantasy item used in various contexts.,fantasy,dreamcatcher,1.14,0,1,0,,,,,,0,,,"[""uncommon"", ""fantasy""]"
torch-4474,Enchanted Torch of Swiftness,Torch of Swiftness: a tool item used in various contexts.,tool,torch,10.9,0,1,0,,,,,,0,27,"{""light_radius"": 9, ""fuel"": 27}","[""tool"", ""light"", ""common""]"
inspection_mirror-4475,Common Steel Inspection Mirror of the Magus,Common Steel Inspection Mirror: a tool item used in various contexts.,tool,inspection_mirror,10.06,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
halberd-4476,Halberd of Might,Halberd of Might: a weapon item used in various contexts.,weapon,halberd,0.81,0,1,1,back,6,10,,122,0,,,"[""common"", ""weapon""]"
stealth_field-4477,Wood Stealth Field Mk I VX-77,Wood Stealth Field Mk I VX-77: a sci_fi item used in various contexts.,sci_fi,stealth_field,0.48,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
blanket-4478,Blessed Mithril Blanket,Blessed Mithril Blanket: a survival item used in various contexts.,survival,blanket,9.55,0,1,0,,,,,,0,,,"[""common""]"
bottled_stars-4479,"Bottled Stars of the Deep, Legendary","Bottled Stars of the Deep, Legendary: a fantasy item used in various contexts.",fantasy,bottled_stars,9.2,0,1,0,,,,,,0,,,"[""legendary"", ""fantasy""]"
quantum_battery-4480,Wood Quantum Battery Mk I NX-35,Wood Quantum Battery Mk I NX-35: a sci_fi item used in various contexts.,sci_fi,quantum_battery,11.83,1,5,0,,,,,,1,,"{""energy"": 189}","[""uncommon"", ""power""]"
warhammer-4481,Warhammer of Might,Warhammer of Might: a weapon item used in various contexts.,weapon,warhammer,5.72,0,1,1,back,6,8,,54,0,,,"[""common"", ""weapon""]"
cloth-4482,Cloth of Swiftness,Cloth of Swiftness: a crafting item used in various contexts.,crafting,cloth,6.79,0,1,0,,,,,,0,,,"[""common""]"
spellbook-4483,Sunforged Spellbook,Sunforged Spellbook: a fantasy item used in various contexts.,fantasy,spellbook,10.69,0,1,0,,,,,,0,,"{""hacking_bonus"": 0.207}","[""uncommon"", ""fantasy""]"
padded_coif-4484,Fine Obsidian Padded Coif,Fine Obsidian Padded Coif: a armor item used in various contexts.,armor,padded_coif,9.18,0,1,1,head,,,14,44,0,,,"[""common"", ""armor""]"
nanite_injector-4485,Wood Nanite Injector Prototype QX-25,Wood Nanite Injector Prototype QX-25: a sci_fi item used in various contexts.,sci_fi,nanite_injector,10.98,1,20,0,,,,,,1,,"{""energy"": 442}","[""common"", ""power""]"
stew_packet-4486,Stew Packet of Swiftness,Stew Packet of Swiftness: a food_drink item used in various contexts.,food_drink,stew_packet,2.36,0,1,0,,,,,,0,,,"[""common""]"
axe-4487,Common Steel Axe,Common Steel Axe: a weapon item used in various contexts.,weapon,axe,9.88,0,1,1,back,13,22,,158,0,,,"[""common"", ""weapon""]"
pajamas-4488,Pajamas of Might of the Deep,Pajamas of Might: a clothing item used in various contexts.,clothing,pajamas,1.78,0,1,1,legs,,,0,,0,,,"[""wearable"", ""common""]"
toolbox-4489,Quantum Toolbox of Swiftness,Toolbox of Swiftness: a tool item used in various contexts.,tool,toolbox,4.08,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
stove-4490,Stove of Swiftness of the Deep,Stove of Swiftness: a survival item used in various contexts.,survival,stove,5.57,0,1,0,,,,,,0,,,"[""rare""]"
berry_bundle-4491,"Berry Bundle of Swiftness, Legendary","Berry Bundle of Swiftness, Legendary: a food_drink item used in various contexts.",food_drink,berry_bundle,6.03,0,1,0,,,,,,0,,"{""hacking_bonus"": 0.134}","[""legendary""]"
vest-4492,Vest of Swiftness,Vest of Swiftness: a clothing item used in various contexts.,clothing,vest,10.19,0,1,1,feet,,,1,,0,,,"[""wearable"", ""common""]"
cloak_heavy-4493,Arcane Cloak Heavy of Might,Cloak Heavy of Might: a clothing item used in various contexts.,clothing,cloak_heavy,1.53,0,1,1,feet,,,1,,0,,,"[""wearable"", ""uncommon""]"
dreamcatcher-4494,Dreamcatcher of the North of Swiftness,Dreamcatcher of the North: a fantasy item used in various contexts.,fantasy,dreamcatcher,9.94,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
dustpan-4495,Dustpan of Fortune,Dustpan of Fortune: a household item used in various contexts.,household,dustpan,9.75,0,1,0,,,,,,0,,,"[""common""]"
forge_coal-4496,Heavy Iron Forge Coal,Heavy Iron Forge Coal: a crafting item used in various contexts.,crafting,forge_coal,5.29,0,1,0,,,,,,0,,,"[""common""]"
rangefinder-4497,Light Leather Rangefinder,Light Leather Rangefinder: a survival item used in various contexts.,survival,rangefinder,1.52,0,1,0,,,,,,0,,,"[""common""]"
precision_screws-4498,Blessed Precision Screws of Swiftness,Precision Screws of Swiftness: a crafting item used in various contexts.,crafting,precision_screws,10.89,0,1,0,,,,,,0,,,"[""common""]"
recurve_bow-4499,Blessed Steel Recurve Bow,Blessed Steel Recurve Bow: a weapon item used in various contexts.,weapon,recurve_bow,10.03,0,1,1,back,13,16,,98,0,,,"[""legendary"", ""weapon""]"
echo_stone-4500,Sunforged Echo Stone,Sunforged Echo Stone: a fantasy item used in various contexts.,fantasy,echo_stone,11.48,0,1,1,torso,,,,,0,,,"[""common"", ""fantasy""]"
mob_cap-4501,Mob Cap of Fortune,Mob Cap of Fortune: a armor item used in various contexts.,armor,mob_cap,7.17,0,1,1,hands,,,10,100,0,,,"[""rare"", ""armor""]"
wand-4502,Sunforged Wand,Sunforged Wand: a fantasy item used in various contexts.,fantasy,wand,9.15,0,1,1,torso,,,,,0,,,"[""rare"", ""fantasy""]"
lantern_oil-4503,Heavy Composite Lantern Oil,Heavy Composite Lantern Oil: a tool item used in various contexts.,tool,lantern_oil,6.35,1,1,0,,,,,,1,,"{""fuel"": 3}","[""tool"", ""consumable"", ""fuel"", ""common""]"
collar_metal-4504,Collar Metal of Swiftness,Collar Metal of Swiftness: a jewelry item used in various contexts.,jewelry,collar_metal,1.25,0,1,0,,,,,,0,,"{""charisma"": 0.07}","[""fashion"", ""value"", ""common""]"
thread-4505,Thread of Might,Thread of Might: a crafting item used in various contexts.,crafting,thread,1.7,0,1,0,,,,,,0,,"{""mana_regen"": 0.115}","[""common""]"
katana-4506,Katana of Swiftness,Katana of Swiftness: a weapon item used in various contexts.,weapon,katana,7.67,0,1,1,back,6,11,,102,0,,,"[""common"", ""weapon""]"
halberd-4507,Compact Steel Halberd,Compact Steel Halberd: a weapon item used in various contexts.,weapon,halberd,3.66,0,1,1,back,17,18,,183,0,,,"[""common"", ""weapon""]"
torc-4508,Common Glass Torc,Common Glass Torc: a jewelry item used in various contexts.,jewelry,torc,7.03,0,1,0,,,,,,0,,"{""charisma"": 0.09}","[""fashion"", ""value"", ""uncommon""]"
push_dagger-4509,Heavy Leather Push Dagger,Heavy Leather Push Dagger: a weapon item used in various contexts.,weapon,push_dagger,5.99,0,1,1,hands,6,12,,142,0,,,"[""uncommon"", ""weapon""]"
binoculars-4510,Fine Glass Binoculars,Fine Glass Binoculars: a survival item used in various contexts.,survival,binoculars,5.99,0,1,0,,,,,,0,,,"[""common""]"
rerebrace-4511,Rerebrace of Might,Rerebrace of Might: a armor item used in various contexts.,armor,rerebrace,6.83,0,1,1,torso,,,11,37,0,,,"[""common"", ""armor""]"
pot-4512,Pot of Swiftness,Pot of Swiftness: a household item used in various contexts.,household,pot,5.88,0,1,0,,,,,,0,,,"[""rare""]"
kimono-4513,Sturdy Composite Kimono,Sturdy Composite Kimono: a clothing item used in various contexts.,clothing,kimono,3.34,0,1,1,head,,,1,,0,,,"[""wearable"", ""common""]"
camp_stove-4514,"Common Alloy Camp Stove, Artifact","Common Alloy Camp Stove, Artifact: a survival item used in various contexts.",survival,camp_stove,5.35,0,1,0,,,,,,0,,,"[""artifact""]"
field_emitter-4515,Glass Field Emitter Quantum NX-82,Glass Field Emitter Quantum NX-82: a sci_fi item used in various contexts.,sci_fi,field_emitter,4.76,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
iodine_tablets-4516,Iodine Tablets of Swiftness,Iodine Tablets of Swiftness: a survival item used in various contexts.,survival,iodine_tablets,7.05,0,1,0,,,,,,0,,,"[""uncommon""]"
quantum_regulator-4517,Ceramic Quantum Regulator Corvus-series VX-30,Ceramic Quantum Regulator Corvus-series VX-30: a sci_fi item used in various contexts.,sci_fi,quantum_regulator,3.31,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
rune_stone-4518,Rune Stone of the Deep,Rune Stone of the Deep: a fantasy item used in various contexts.,fantasy,rune_stone,11.17,1,1,0,,,,,,1,,"{""stamina"": 10}","[""uncommon"", ""consumable"", ""fantasy""]"
scythe_war-4519,Rusted Ceramic Scythe War,Rusted Ceramic Scythe War: a weapon item used in various contexts.,weapon,scythe_war,9.09,0,1,1,hands,15,19,,16,0,,,"[""common"", ""weapon""]"
chain_boots-4520,Chain Boots of Swiftness,Chain Boots of Swiftness: a armor item used in various contexts.,armor,chain_boots,1.9,0,1,1,head,,,19,146,0,,,"[""common"", ""armor""]"
subspace_filter-4521,Wood Subspace Filter Mk I QX-77,Wood Subspace Filter Mk I QX-77: a sci_fi item used in various contexts.,sci_fi,subspace_filter,10.91,0,1,1,hands,,,,,0,,,"[""uncommon"", ""sci-fi""]"
carabiner_set-4522,Pristine Leather Carabiner Set,Pristine Leather Carabiner Set: a tool item used in various contexts.,tool,carabiner_set,6.49,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
portable_filter-4523,Portable Filter of Might,Portable Filter of Might: a survival item used in various contexts.,survival,portable_filter,10.87,0,1,0,,,,,,0,,,"[""common""]"
broom-4524,Experimental Wood Broom,Experimental Wood Broom: a household item used in various contexts.,household,broom,2.71,0,1,0,,,,,,0,,,"[""common""]"
data_tether-4525,Polymer Data Tether Mk I ZX-49,Polymer Data Tether Mk I ZX-49: a sci_fi item used in various contexts.,sci_fi,data_tether,6.04,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
ear_knot-4526,Heavy Ceramic Ear Knot,Heavy Ceramic Ear Knot: a jewelry item used in various contexts.,jewelry,ear_knot,8.8,0,1,0,,,,,,0,,"{""charisma"": 0.02}","[""fashion"", ""value"", ""rare""]"
shield_spike-4527,Shield Spike of Might,Shield Spike of Might: a armor item used in various contexts.,armor,shield_spike,2.02,0,1,1,hands,,,11,178,0,,,"[""common"", ""armor""]"
rune_stone-4528,Moon-Touched Rune Stone,Moon-Touched Rune Stone: a fantasy item used in various contexts.,fantasy,rune_stone,4.95,0,1,1,torso,,,,,0,,,"[""rare"", ""fantasy""]"
brigandine_gloves-4529,"Brigandine Gloves of Swiftness, Epic","Brigandine Gloves of Swiftness, Epic: a armor item used in various contexts.",armor,brigandine_gloves,2.34,0,1,1,legs,,,14,196,0,,,"[""epic"", ""armor""]"
chain_whip-4530,Chain Whip of Swiftness,Chain Whip of Swiftness: a weapon item used in various contexts.,weapon,chain_whip,2.86,0,1,1,back,9,10,,117,0,,,"[""rare"", ""weapon""]"
bracelet_woven-4531,Bracelet Woven of Might,Bracelet Woven of Might: a jewelry item used in various contexts.,jewelry,bracelet_woven,10.09,0,1,0,,,,,,0,,"{""charisma"": 0.05}","[""fashion"", ""value"", ""uncommon""]"
choker-4532,Choker of Might of Shadows,Choker of Might: a jewelry item used in various contexts.,jewelry,choker,0.3,0,1,0,,,,,,0,,"{""charisma"": 0.08}","[""fashion"", ""value"", ""common""]"
pepperbox-4533,Experimental Polymer Pepperbox,Experimental Polymer Pepperbox: a weapon item used in various contexts.,weapon,pepperbox,1.67,0,1,1,hands,16,22,,111,0,,,"[""common"", ""weapon""]"
astral_compass-4534,"Elder Astral Compass, Legendary Prototype","Elder Astral Compass, Legendary: a fantasy item used in various contexts.",fantasy,astral_compass,2.84,0,1,1,torso,,,,,0,,,"[""legendary"", ""fantasy""]"
stealth_field-4535,Quantum Glass Stealth Field Mk I ZX-74,Glass Stealth Field Mk I ZX-74: a sci_fi item used in various contexts.,sci_fi,stealth_field,1.13,1,20,0,,,,,,1,,"{""energy"": 135}","[""common"", ""power""]"
tabard-4536,Tabard of Fortune,Tabard of Fortune: a clothing item used in various contexts.,clothing,tabard,3.55,0,1,1,feet,,,0,,0,,,"[""wearable"", ""common""]"
medkit-4537,Heavy Mithril Medkit,Heavy Mithril Medkit: a survival item used in various contexts.,survival,medkit,2.5,0,1,0,,,,,,0,,,"[""rare""]"
granola_bar-4538,Experimental Obsidian Granola Bar,Experimental Obsidian Granola Bar: a food_drink item used in various contexts.,food_drink,granola_bar,11.77,0,1,0,,,,,,0,,,"[""common""]"
berry_bundle-4539,Light Glass Berry Bundle,Light Glass Berry Bundle: a food_drink item used in various contexts.,food_drink,berry_bundle,2.38,0,1,0,,,,,,0,,,"[""uncommon""]"
sensor_array-4540,Iron Sensor Array Mk II NX-1,Iron Sensor Array Mk II NX-1: a sci_fi item used in various contexts.,sci_fi,sensor_array,2.33,0,1,0,,,,,,0,,,"[""common"", ""sci-fi""]"
sarong-4541,Sarong of Swiftness,Sarong of Swiftness: a clothing item used in various contexts.,clothing,sarong,1.5,0,1,1,head,,,1,,0,,,"[""wearable"", ""common""]"
sun_hat-4542,Refined Obsidian Sun Hat Prime,Refined Obsidian Sun Hat: a clothing item used in various contexts.,clothing,sun_hat,2.93,0,1,1,feet,,,0,,0,,,"[""wearable"", ""common""]"
data_chip_small-4543,Leather Data Chip Small Corvus-series QX-96,Leather Data Chip Small Corvus-series QX-96: a sci_fi item used in various contexts.,sci_fi,data_chip_small,1.22,0,1,1,back,,,,,0,,,"[""uncommon"", ""sci-fi""]"
nano_kit-4544,Polymer Nano Kit Mk I QX-90,Polymer Nano Kit Mk I QX-90: a sci_fi item used in various contexts.,sci_fi,nano_kit,7.02,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
heat_gun-4545,Heat Gun of Swiftness,Heat Gun of Swiftness: a tool item used in various contexts.,tool,heat_gun,1.7,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
astral_chart-4546,Astral Chart of the Magus,Astral Chart of the Magus: a fantasy item used in various contexts.,fantasy,astral_chart,9.75,1,10,0,,,,,,1,,"{""stamina"": 44}","[""uncommon"", ""consumable"", ""fantasy""]"
acetone-4547,Acetone of Fortune,Acetone of Fortune: a crafting item used in various contexts.,crafting,acetone,7.02,0,1,0,,,,,,0,,"{""bleed"": 0.15}","[""common""]"
iron-4548,Sturdy Composite Iron,Sturdy Composite Iron: a household item used in various contexts.,household,iron,11.13,0,1,0,,,,,,0,,,"[""rare""]"
mana_thread-4549,Cursed Mana Thread of the Wolf,Cursed Mana Thread of the Wolf: a fantasy item used in various contexts.,fantasy,mana_thread,9.91,1,5,0,,,,,,1,,"{""luck"": 76}","[""common"", ""consumable"", ""fantasy""]"
astral_chart-4550,"Sunforged Astral Chart, Legendary","Sunforged Astral Chart, Legendary: a fantasy item used in various contexts.",fantasy,astral_chart,1.72,0,1,0,,,,,,0,,,"[""legendary"", ""fantasy""]"
lantern_oil-4551,Heavy Obsidian Lantern Oil,Heavy Obsidian Lantern Oil: a tool item used in various contexts.,tool,lantern_oil,2.39,1,5,0,,,,,,1,,"{""fuel"": 6, ""hacking_bonus"": 0.151}","[""tool"", ""consumable"", ""fuel"", ""common""]"
graphene_sheet-4552,Refined Obsidian Graphene Sheet,Refined Obsidian Graphene Sheet: a materials item used in various contexts.,materials,graphene_sheet,0.43,0,1,0,,,,,,0,,,"[""common""]"
sarong-4553,Sarong of Might,Sarong of Might: a clothing item used in various contexts.,clothing,sarong,4.74,0,1,1,head,,,0,,0,,,"[""wearable"", ""common""]"
quantum_regulator-4554,Steel Quantum Regulator Corvus-series NX-85,Steel Quantum Regulator Corvus-series NX-85: a sci_fi item used in various contexts.,sci_fi,quantum_regulator,8.44,0,1,1,back,,,,,0,,,"[""uncommon"", ""sci-fi""]"
dart-4555,Dart of Might,Dart of Might: a weapon item used in various contexts.,weapon,dart,7.22,0,1,1,back,9,16,,81,0,,,"[""uncommon"", ""weapon""]"
sawdust-4556,Sawdust of Might,Sawdust of Might: a materials item used in various contexts.,materials,sawdust,4.61,0,1,0,,,,,,0,,,"[""common""]"
armwarmers-4557,Armwarmers of Swiftness,Armwarmers of Swiftness: a clothing item used in various contexts.,clothing,armwarmers,11.65,0,1,1,hands,,,0,,0,,,"[""wearable"", ""uncommon""]"
barbute-4558,Refined Mithril Barbute,Refined Mithril Barbute: a armor item used in various contexts.,armor,barbute,7.9,0,1,1,hands,,,17,166,0,,,"[""common"", ""armor""]"
